???"TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE","COLUMN_ID","COLUMN_COMMENT"
"CL_ENGINE","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_ENGINE","ENGINE_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_ENGINE","NAME","VARCHAR2","512","","","N","3","Column to capture name of the Busines need the Table/Column addresses"
"CL_ENGINE","DESCRIPTION","VARCHAR2","512","","","Y","4","Column to capture description of the Busines need the Table/Column addresses"
"CL_ENGINE","NOTIFICATION_ADDRESS","VARCHAR2","256","","","N","5","Column to capture address"
"CL_ENGINE","NOTIFICATION_PORT","NUMBER","22","10","0","N","6","Not used"
"CL_ENGINE","MACHINE_ID","NUMBER","22","10","0","N","7","Surrogate key for the table (internal DB reference only)"
"CL_ENGINE","INSTALLED","NUMBER","22","1","0","N","8","If engine is installed"
"CL_ENGINE","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","9","Created on Date and Time"
"CL_ENGINE","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","10","Last Updated on Date and Time"
"CL_ENGINE_CONFIG","ENGINE_CONFIG_ID","NUMBER","22","10","0","N","1",""
"CL_ENGINE_CONFIG","VERSION_ID","NUMBER","22","10","0","N","2",""
"CL_ENGINE_CONFIG","NAME","VARCHAR2","256","","","Y","3",""
"CL_ENGINE_CONFIG","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","4","Created on Date and Time"
"CL_ENGINE_CONFIG","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","5","Last Updated on Date and Time"
"CL_ENGINE_GROUP","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_ENGINE_GROUP","ENGINE_GROUP_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_ENGINE_GROUP","NAME","VARCHAR2","256","","","N","3","Column to capture name of the Busines need the Table/Column addresses"
"CL_ENGINE_GROUP","DESCRIPTION","VARCHAR2","512","","","Y","4","Column to capture description of the Busines need the Table/Column addresses"
"CL_ENGINE_GROUP","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","5","Created on Date and Time"
"CL_ENGINE_GROUP","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","6","Last Updated on Date and Time"
"CL_ENGINE_GROUP_XREF","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_ENGINE_GROUP_XREF","ENGINE_GROUP_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_ENGINE_GROUP_XREF","ENGINE_ID","NUMBER","22","10","0","N","3","Surrogate key for the table (internal DB reference only)"
"CL_ENGINE_GROUP_XREF","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","4","Created on Date and Time"
"CL_ENGINE_GROUP_XREF","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","5","Last Updated on Date and Time"
"CL_EVENT_MASTER","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_EVENT_MASTER","EVENT_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_EVENT_MASTER","ENABLED","NUMBER","22","1","0","N","3","Represents whether the event is enabled or disabled"
"CL_EVENT_MASTER","DFLT_MSG_PRTY","NUMBER","22","10","0","Y","4","Priority for the business need described by the Table-column name is maintained in this column"
"CL_EVENT_MASTER","EVENT_DESC","VARCHAR2","4000","","","Y","5","Column to capture description of the Busines need the Table/Column addresses"
"CL_EVENT_MASTER","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","6","Created on Date and Time"
"CL_EVENT_MASTER","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","7","Last Updated on Date and Time"
"CL_EVENT_PUBLICATION","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_EVENT_PUBLICATION","EVENT_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_EVENT_PUBLICATION","ENDPOINT_ID","NUMBER","22","10","0","N","3","Surrogate key for the table (internal DB reference only)"
"CL_EVENT_PUBLICATION","DFLT_MSG_PRTY","NUMBER","22","10","0","Y","4","Priority for the business need described by the Table-column name is maintained in this column"
"CL_EVENT_PUBLICATION","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","5","Created on Date and Time"
"CL_EVENT_PUBLICATION","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","6","Last Updated on Date and Time"
"CL_EVENT_SUBSCRIPTION","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_EVENT_SUBSCRIPTION","EVENT_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_EVENT_SUBSCRIPTION","ENDPOINT_ID","NUMBER","22","10","0","N","3","Surrogate key for the table (internal DB reference only)"
"CL_EVENT_SUBSCRIPTION","DFLT_MSG_PRTY","NUMBER","22","10","0","Y","4","Priority for the business need described by the Table-column name is maintained in this column"
"CL_EVENT_SUBSCRIPTION","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","5","Created on Date and Time"
"CL_EVENT_SUBSCRIPTION","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","6","Last Updated on Date and Time"
"CL_EVENT_SUBSCRIPTION","C_MHE_RULE_GROUP","NUMBER","22","20","0","Y","7",""
"CL_EXTENDED_CONFIGURATION","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_EXTENDED_CONFIGURATION","CONFIG_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_EXTENDED_CONFIGURATION","OBJECT_TYPE","VARCHAR2","256","","","Y","3","Not used for WM2010"
"CL_EXTENDED_CONFIGURATION","OBJECT_ID","VARCHAR2","256","","","Y","4","Surrogate key for the table (internal DB reference only)"
"CL_EXTENDED_CONFIGURATION","VARIABLE","VARCHAR2","512","","","N","5","Not used for WM2010"
"CL_EXTENDED_CONFIGURATION","VALUE","VARCHAR2","4000","","","Y","6","Not used for WM2010"
"CL_EXTENDED_CONFIGURATION","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","7","Created on Date and Time"
"CL_EXTENDED_CONFIGURATION","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","8","Last Updated on Date and Time"
"CL_FAILOVER_TRACKING","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_FAILOVER_TRACKING","CLUSTER_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_FAILOVER_TRACKING","DRIVER_ID","NUMBER","22","10","0","N","3","Surrogate key for the table (internal DB reference only)"
"CL_FAILOVER_TRACKING","RUN_STATUS","NUMBER","22","10","0","N","4","Not used for WM2010"
"CL_FAILOVER_TRACKING","LAST_CHECK_TIME","TIMESTAMP(6)","11","","6","N","5","Not used for WM2010"
"CL_FAILOVER_TRACKING","YIELD","NUMBER","22","1","0","N","6","Not used for WM2010"
"CL_FAILOVER_TRACKING","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","7","Created on Date and Time"
"CL_FAILOVER_TRACKING","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","8","Last Updated on Date and Time"
"CL_FRAMING_STYLE","FRAMING_STYLE_ID","NUMBER","22","10","0","N","1",""
"CL_FRAMING_STYLE","FRAMING_STYLE_NAME","VARCHAR2","256","","","Y","2",""
"CL_FTP_CONNECT_MODE","FTP_CONNECT_MODE_ID","NUMBER","22","4","0","N","1",""
"CL_FTP_CONNECT_MODE","FTP_CONNECT_MODE_NAME","VARCHAR2","256","","","Y","2",""
"CL_HEARTBEAT_TYPE","HEARTBEAT_TYPE_ID","NUMBER","22","4","0","N","1",""
"CL_HEARTBEAT_TYPE","HEARTBEAT_TYPE_NAME","VARCHAR2","256","","","Y","2",""
"CL_HTTP_GROUP","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_HTTP_GROUP","HTTP_GROUP_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_HTTP_GROUP","NAME","VARCHAR2","256","","","N","3","Column to capture name of the Busines need the Table/Column addresses"
"CL_HTTP_GROUP","DESCRIPTION","VARCHAR2","512","","","Y","4","Column to capture description of the Busines need the Table/Column addresses"
"CL_HTTP_GROUP","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","5","Created on Date and Time"
"CL_HTTP_GROUP","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","6","Last Updated on Date and Time"
"CL_HTTP_HEADER","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_HTTP_HEADER","HTTP_HEADER_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_HTTP_HEADER","HTTP_GROUP_ID","NUMBER","22","10","0","N","3","Surrogate key for the table (internal DB reference only)"
"CL_HTTP_HEADER","NAME","VARCHAR2","256","","","N","4","Column to capture name of the Busines need the Table/Column addresses"
"CL_HTTP_HEADER","VALUE","VARCHAR2","1024","","","N","5","Not used for WM2010"
"CL_HTTP_HEADER","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","6","Created on Date and Time"
"CL_HTTP_HEADER","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","7","Last Updated on Date and Time"
"CL_INTERCEPTOR","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_INTERCEPTOR","INTERCEPTOR_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_INTERCEPTOR","INTERCEPTOR_TYPE","NUMBER","22","10","0","N","3","Represents the type of the interceptor"
"CL_INTERCEPTOR","INTERCEPTOR_NAME","VARCHAR2","1024","","","N","4","Column to capture name of the Busines need the Table/Column addresses"
"CL_INTERCEPTOR","INTERCEPTOR_DATA","VARCHAR2","1024","","","Y","5","Represents the data for the interceptor"
"CL_INTERCEPTOR","BUCKET_NAME_IN","VARCHAR2","256","","","N","6","Column to capture name of the Busines need the Table/Column addresses"
"CL_INTERCEPTOR","BUCKET_NAME_OUT","VARCHAR2","256","","","N","7","Column to capture name of the Busines need the Table/Column addresses"
"CL_INTERCEPTOR","FIELD_MASK_IN","VARCHAR2","1024","","","Y","8","Not used for WM2010"
"CL_INTERCEPTOR","FIELD_MASK_OUT","VARCHAR2","1024","","","Y","9","Not used for WM2010"
"CL_INTERCEPTOR","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","10","Created on Date and Time"
"CL_INTERCEPTOR","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","11","Last Updated on Date and Time"
"CL_MACHINE","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_MACHINE","MACHINE_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_MACHINE","NAME","VARCHAR2","256","","","N","3","Column to capture name of the Busines need the Table/Column addresses"
"CL_MACHINE","DESCRIPTION","VARCHAR2","512","","","Y","4","Column to capture description of the Busines need the Table/Column addresses"
"CL_MACHINE","ADDRESS","VARCHAR2","256","","","N","5","Column to capture address"
"CL_MACHINE","OS_TYPE","NUMBER","22","10","0","N","6","Not used for WM2010"
"CL_MACHINE","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","7","Created on Date and Time"
"CL_MACHINE","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","8","Last Updated on Date and Time"
"CL_MACHINE_XREF","CLUSTER_ID","NUMBER","22","10","0","N","1","Identity of a cluster. Derived from CLUSTER_ID column of CL_CLUSTER"
"CL_MACHINE_XREF","SERVER_CONFIG_ID","NUMBER","22","10","0","N","2","Derived from ENGINE_CONFIG_ID column of CL_ENGINE_CONFIG"
"CL_MACHINE_XREF","MACHINE_ID","NUMBER","22","10","0","N","3","Identity of machine that is part of the given cluster. Foreign key for MACHINE_ID column of CL_MACHINE table"
"CL_MACHINE_XREF","PRIORITY","NUMBER","22","10","0","N","4","Indicates the machine priority"
"CL_MACHINE_XREF","VERSION_ID","NUMBER","22","10","0","N","5","Version Id"
"CL_MACHINE_XREF","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","6","Created on Date and Time"
"CL_MACHINE_XREF","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","7","Last Updated on Date and Time"
"CL_MESSAGE","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_MESSAGE","MSG_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_MESSAGE","EVENT_ID","NUMBER","22","10","0","N","3","Surrogate key for the table (internal DB reference only)"
"CL_MESSAGE","PRTY","NUMBER","22","10","0","Y","4","Priority for the business need described by the Table-column name is maintained in this column"
"CL_MESSAGE","ENCODING","NUMBER","22","10","0","N","5","Represents the type of encoding"
"CL_MESSAGE","WHEN_CREATED","TIMESTAMP(6)","11","","6","N","6","Not used for WM2010"
"CL_MESSAGE","SOURCE_ID","VARCHAR2","256","","","Y","7","Surrogate key for the table (internal DB reference only)"
"CL_MESSAGE","SOURCE_URI","VARCHAR2","1024","","","Y","8","displays the message source id"
"CL_MESSAGE","DATA","CLOB","4000","","","N","9","Represents the message data"
"CL_MESSAGE","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","10","Created on Date and Time"
"CL_MESSAGE","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","11","Last Updated on Date and Time"
"CL_MESSAGE_HISTORY","VERSION_ID","NUMBER","22","10","0","Y","1","Version control key for the table (internal DB reference only)"
"CL_MESSAGE_HISTORY","MSG_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_MESSAGE_HISTORY","EVENT_ID","NUMBER","22","10","0","Y","3","Surrogate key for the table (internal DB reference only)"
"CL_MESSAGE_HISTORY","PRTY","NUMBER","22","10","0","Y","4","Priority for the business need described by the Table-column name is maintained in this column"
"CL_MESSAGE_HISTORY","ENCODING","NUMBER","22","10","0","Y","5","Represents the type of encoding"
"CL_MESSAGE_HISTORY","WHEN_CREATED","TIMESTAMP(6)","11","","6","Y","6","Not used for WM2010"
"CL_MESSAGE_HISTORY","SOURCE_ID","VARCHAR2","256","","","Y","7","Surrogate key for the table (internal DB reference only)"
"CL_MESSAGE_HISTORY","SOURCE_URI","VARCHAR2","1024","","","Y","8","displays the message source id"
"CL_MESSAGE_HISTORY","DATA","CLOB","4000","","","N","9","Represents the message data"
"CL_MESSAGE_HISTORY","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","10","Created on Date and Time"
"CL_MESSAGE_HISTORY","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","11","Last Updated on Date and Time"
"CL_MESSAGE_KEYS","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_MESSAGE_KEYS","MSG_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_MESSAGE_KEYS","KEY_ID","NUMBER","22","10","0","N","3","Surrogate key for the table (internal DB reference only)"
"CL_MESSAGE_KEYS","VALUE","VARCHAR2","1024","","","N","4","Not used for WM2010"
"CL_MESSAGE_KEYS","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","5","Created on Date and Time"
"CL_MESSAGE_KEYS","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","6","Last Updated on Date and Time"
"CL_MESSAGE_KEYS_HISTORY","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_MESSAGE_KEYS_HISTORY","MSG_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_MESSAGE_KEYS_HISTORY","KEY_ID","NUMBER","22","10","0","N","3","Surrogate key for the table (internal DB reference only)"
"CL_MESSAGE_KEYS_HISTORY","VALUE","VARCHAR2","1024","","","N","4","Not used for WM2010"
"CL_MESSAGE_KEYS_HISTORY","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","5","Created on Date and Time"
"CL_MESSAGE_KEYS_HISTORY","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","6","Last Updated on Date and Time"
"CL_MESSAGE_STATUS","STATUS_ID","NUMBER","22","4","0","N","1",""
"CL_MESSAGE_STATUS","STATUS_NAME","VARCHAR2","256","","","Y","2",""
"CL_PRIORITY","PRIORITY_ID","NUMBER","22","4","0","N","1",""
"CL_PRIORITY","PRIORITY_NAME","VARCHAR2","256","","","Y","2",""
"CL_PROTOCOL","PROTOCOL_ID","NUMBER","22","4","0","N","1",""
"CL_PROTOCOL","PROTOCOL_NAME","VARCHAR2","1000","","","Y","2",""
"CL_PROTOCOL","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","3","Created on Date and Time"
"CL_PROTOCOL","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","4","Last Updated on Date and Time"
"CL_PROTOCOL_FILE","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_PROTOCOL_FILE","PROTOCOL_FILE_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_PROTOCOL_FILE","REMOTE_PATH","VARCHAR2","1024","","","N","3","combination of Remote Path + Remote File Name specifies the full path of files to read or write"
"CL_PROTOCOL_FILE","REMOTE_FILE_NAME","VARCHAR2","512","","","N","4","Column to capture name of the Busines need the Table/Column addresses"
"CL_PROTOCOL_FILE","CONTROL_FILE_DIRECTORY","VARCHAR2","1024","","","Y","5","Not used for WM2010"
"CL_PROTOCOL_FILE","CONTROL_FILE_NAME","VARCHAR2","512","","","Y","6","Column to capture name of the Busines need the Table/Column addresses"
"CL_PROTOCOL_FILE","CONTROL_FILE_FORMAT","NUMBER","22","10","0","Y","7","Not used for WM2010"
"CL_PROTOCOL_FILE","CONTROL_FILE_OPTION","NUMBER","22","10","0","Y","8","Not used for WM2010"
"CL_PROTOCOL_FILE","SOURCE_FILE_OPTION","NUMBER","22","10","0","Y","9","Indictes the various actions that can be taken in the event of a file transfer. Options are delete, move and rename(S992)"
"CL_PROTOCOL_FILE","SOURCE_RENAME_SUCCESS_EXT","VARCHAR2","128","","","Y","10","Column to capture name of the Busines need the Table/Column addresses"
"CL_PROTOCOL_FILE","SOURCE_RENAME_FAIL_EXT","VARCHAR2","128","","","Y","11","Column to capture name of the Busines need the Table/Column addresses"
"CL_PROTOCOL_FILE","SOURCE_MOVE_SUCCESS_DIR","VARCHAR2","1024","","","Y","12","If the file transfer is succesfully completed then move the file to the path specified in this field"
"CL_PROTOCOL_FILE","SOURCE_MOVE_FAIL_DIR","VARCHAR2","1024","","","Y","13","If the file transfer is fails then move the file to the directory path specified in this field"
"CL_PROTOCOL_FILE","TEMPORARY_DIRECTORY","VARCHAR2","512","","","Y","14","Not used for WM2010"
"CL_PROTOCOL_FILE","TEMPORARY_FILE_NAME","VARCHAR2","256","","","Y","15","Column to capture name of the Busines need the Table/Column addresses"
"CL_PROTOCOL_FILE","SORT_KEY","VARCHAR2","128","","","Y","16","Not used for WM2010"
"CL_PROTOCOL_FILE","MAX_DIR_CACHE_SIZE","NUMBER","22","10","0","Y","17","Not used for WM2010"
"CL_PROTOCOL_FILE","MAX_DIR_CACHE_AGE","NUMBER","22","10","0","Y","18","Not used for WM2010"
"CL_PROTOCOL_FILE","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","19","Created on Date and Time"
"CL_PROTOCOL_FILE","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","20","Last Updated on Date and Time"
"CL_PROTOCOL_FTP","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_PROTOCOL_FTP","PROTOCOL_FTP_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_PROTOCOL_FTP","FTP_SERVER_ADDRESS","VARCHAR2","512","","","N","3","Column to capture address"
"CL_PROTOCOL_FTP","FTP_USER_ID","VARCHAR2","200","","","N","4","The WMS user ID of the user who last modified this record"
"CL_PROTOCOL_FTP","FTP_USER_PSWD","VARCHAR2","1024","","","N","5","Not used for WM2010"
"CL_PROTOCOL_FTP","REMOTE_DIRECTORY","VARCHAR2","1024","","","Y","6","Not used for WM2010"
"CL_PROTOCOL_FTP","FTP_TRANSFER_TYPE","NUMBER","22","10","0","N","7","Not used for WM2010"
"CL_PROTOCOL_FTP","REMOTE_FILE_NAME","VARCHAR2","512","","","N","8","Column to capture name of the Busines need the Table/Column addresses"
"CL_PROTOCOL_FTP","CONTROL_FILE_DIRECTORY","VARCHAR2","1024","","","Y","9","Not used for WM2010"
"CL_PROTOCOL_FTP","CONTROL_FILE_NAME","VARCHAR2","512","","","Y","10","Column to capture name of the Busines need the Table/Column addresses"
"CL_PROTOCOL_FTP","CONTROL_FILE_FORMAT","NUMBER","22","10","0","Y","11","Not used for WM2010"
"CL_PROTOCOL_FTP","CONTROL_FILE_OPTION","NUMBER","22","10","0","Y","12","Not used for WM2010"
"CL_PROTOCOL_FTP","SOURCE_FILE_OPTION","NUMBER","22","10","0","Y","13","Not used for WM2010"
"CL_PROTOCOL_FTP","SOURCE_RENAME_SUCCESS_EXT","VARCHAR2","128","","","Y","14","Column to capture name of the Busines need the Table/Column addresses"
"CL_PROTOCOL_FTP","SOURCE_RENAME_FAIL_EXT","VARCHAR2","128","","","Y","15","Column to capture name of the Busines need the Table/Column addresses"
"CL_PROTOCOL_FTP","SOURCE_MOVE_SUCCESS_DIR","VARCHAR2","1024","","","Y","16","Not used for WM2010"
"CL_PROTOCOL_FTP","SOURCE_MOVE_FAIL_DIR","VARCHAR2","1024","","","Y","17","Not used for WM2010"
"CL_PROTOCOL_FTP","TEMPORARY_DIRECTORY","VARCHAR2","512","","","Y","18","Not used for WM2010"
"CL_PROTOCOL_FTP","TEMPORARY_FILE_NAME","VARCHAR2","256","","","Y","19","Column to capture name of the Busines need the Table/Column addresses"
"CL_PROTOCOL_FTP","SORT_KEY","VARCHAR2","128","","","Y","20","Not used for WM2010"
"CL_PROTOCOL_FTP","MAX_DIR_CACHE_SIZE","NUMBER","22","10","0","Y","21","Not used for WM2010"
"CL_PROTOCOL_FTP","MAX_DIR_CACHE_AGE","NUMBER","22","10","0","Y","22","Not used for WM2010"
"CL_PROTOCOL_FTP","COMMANDS_AFTER_CONNECT","VARCHAR2","1024","","","Y","23","Not used for WM2010"
"CL_PROTOCOL_FTP","COMMANDS_BEFORE_UPLOAD","VARCHAR2","1024","","","Y","24","Not used for WM2010"
"CL_PROTOCOL_FTP","COMMANDS_AFTER_UPLOAD","VARCHAR2","1024","","","Y","25","Not used for WM2010"
"CL_PROTOCOL_FTP","COMMANDS_BEFORE_DOWNLOAD","VARCHAR2","1024","","","Y","26","Not used for WM2010"
"CL_PROTOCOL_FTP","COMMANDS_AFTER_DOWNLOAD","VARCHAR2","1024","","","Y","27","Not used for WM2010"
"CL_PROTOCOL_FTP","COMMANDS_BEFORE_DISCONNECT","VARCHAR2","1024","","","Y","28","Not used for WM2010"
"CL_PROTOCOL_FTP","CONNECTION_MODE","NUMBER","22","10","0","N","29","Not used for WM2010"
"CL_PROTOCOL_FTP","CAN_USE_SIZE_COMMAND","NUMBER","22","1","0","Y","30","Not used for WM2010"
"CL_PROTOCOL_FTP","CAN_LIST_EMPTY_DIRECTORY","NUMBER","22","1","0","Y","31","Not used for WM2010"
"CL_PROTOCOL_FTP","LIST_FLAGS","VARCHAR2","32","","","Y","32","Flag to enable or disable the funtion described by the DB column name"
"CL_PROTOCOL_FTP","DIRECTORY_SUFFIX","VARCHAR2","32","","","Y","33","Not used for WM2010"
"CL_PROTOCOL_FTP","SERVER_TYPE","NUMBER","22","10","0","N","34","Not used for WM2010"
"CL_PROTOCOL_FTP","KNOWN_HOST_PATH","VARCHAR2","1024","","","Y","35","Name of file containing the list of known hosts and their public keys that was most recently loaded"
"CL_PROTOCOL_FTP","STRICT_HOST_KEY_CHECKING","NUMBER","22","10","0","Y","36","States whether host key should be checked or not for SFTP"
"CL_PROTOCOL_FTP","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","37","Created on Date and Time"
"CL_PROTOCOL_FTP","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","38","Last Updated on Date and Time"
"CL_PROTOCOL_HTTP","VERSION_ID","NUMBER","22","10","0","N","1","Version control key for the table (internal DB reference only)"
"CL_PROTOCOL_HTTP","PROTOCOL_HTTP_ID","NUMBER","22","10","0","N","2","Surrogate key for the table (internal DB reference only)"
"CL_PROTOCOL_HTTP","HTTP_URL","VARCHAR2","4000","","","Y","3","Not used for WM2010"
"CL_PROTOCOL_HTTP","RESOLVE_TIME_OUT","NUMBER","22","10","0","Y","4","Not used for WM2010"
"CL_PROTOCOL_HTTP","CONNECT_TIME_OUT","NUMBER","22","10","0","Y","5","Not used for WM2010"
"CL_PROTOCOL_HTTP","SEND_TIME_OUT","NUMBER","22","10","0","Y","6","Not used for WM2010"
"CL_PROTOCOL_HTTP","RECEIVE_TIME_OUT","NUMBER","22","10","0","Y","7","Not used for WM2010"
"CL_PROTOCOL_HTTP","USERNAME","VARCHAR2","256","","","Y","8","Column to capture name of the Busines need the Table/Column addresses"
"CL_PROTOCOL_HTTP","PASSWORD","VARCHAR2","256","","","Y","9","Not used for WM2010"
"CL_PROTOCOL_HTTP","AUTHENTICATION_TYPE","NUMBER","22","10","0","Y","10","Not used for WM2010"
"CL_PROTOCOL_HTTP","ADDRESS","VARCHAR2","64","","","Y","11","Column to capture address"
"CL_PROTOCOL_HTTP","PORT","NUMBER","22","10","0","Y","12","Not used for WM2010"
"CL_PROTOCOL_HTTP","QUEUESIZE","NUMBER","22","10","0","Y","13","Not used for WM2010"
"CL_PROTOCOL_HTTP","RCVBUF","NUMBER","22","10","0","Y","14","Not used for WM2010"
"CL_PROTOCOL_HTTP","SNDBUF","NUMBER","22","10","0","Y","15","Not used for WM2010"
"CL_PROTOCOL_HTTP","HEADER_GROUP_ID","NUMBER","22","10","0","Y","16","Surrogate key for the table (internal DB reference only)"
"CL_PROTOCOL_HTTP","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","17","Created on Date and Time"
"CL_PROTOCOL_HTTP","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","Y","18","Last Updated on Date and Time"
"CL_PROTOCOL_JMS","PROTOCOL_JMS_ID","NUMBER","22","10","0","N","1","Primary key"
"CL_PROTOCOL_JMS","CONNECTION_FACTORY","VARCHAR2","320","","","N","2","JNDI name of the connection factory to which this listener should connect to"
"CL_PROTOCOL_JMS","QUEUE_NAME","VARCHAR2","320","","","N","3","JNDI name of the queue"
"CL_PROTOCOL_JMS","PROVIDER_URL","VARCHAR2","1024","","","Y","4","JNDI provider URL to be used while looking up for JNDI objects"
"CL_PROTOCOL_JMS","CONTEXT_FACTORY","VARCHAR2","320","","","Y","5","Context factory to be used for JNDI lookup"
"CL_PROTOCOL_JMS","ERROR_QUEUE_NAME","VARCHAR2","320","","","Y","6","JNDI name of the error/replyto queue"
"CL_PROTOCOL_JMS","JNDI_USER_NAME","VARCHAR2","200","","","Y","7","JNDI user name to use while looking up for JNDI object"
"CL_PROTOCOL_JMS","JNDI_PASSWORD","VARCHAR2","1024","","","Y","8","Hashed JDNI password"
"CL_PROTOCOL_JMS","VERSION_ID","NUMBER","22","10","0","N","9","Hibernate version id"
